,votes,user_id,name,average_stars,review_count,type
4984,"{'funny': 0, 'useful': 5, 'cool': 2}",F2AUxYo9NJ3pqiA0n6qemw,Luke,2.669999999999999,3,user
4985,"{'funny': 0, 'useful': 1, 'cool': 1}",cKtCb0yy8n_-Bfxs0h_sCg,Lauri,1.0,1,user
4986,"{'funny': 49, 'useful': 215, 'cool': 98}",DubxTjpNOl713L4X4CfutA,kristen,3.85,109,user
4987,"{'funny': 0, 'useful': 1, 'cool': 0}",k9ozvvcPhWtPbzgHIXO4lQ,Rebekah,4.5,2,user
4988,"{'funny': 0, 'useful': 4, 'cool': 2}",WwrQbFbXcZArn7nVk1_3sg,b,4.059999999999999,18,user
4989,"{'funny': 1, 'useful': 2, 'cool': 0}",q6BCsBORalrybyf_wgEdOg,Suzanne,5.0,1,user
4990,"{'funny': 0, 'useful': 0, 'cool': 0}",820vPr6aTuwh7FHMVNuulg,William,4.25,4,user
4991,"{'funny': 58, 'useful': 151, 'cool': 113}",Qb6uB6Knk3KWg4LB8S-2qQ,Kantiki,3.919999999999999,80,user
4992,"{'funny': 0, 'useful': 2, 'cool': 0}",bFbrwGEeY0vu7qrDA7hEBA,Jennifer,3.0,2,user
4993,"{'funny': 0, 'useful': 3, 'cool': 0}",sSAp_Ie1Bw0TdcFIQCK62A,Allen,3.5,2,user
4994,"{'funny': 106, 'useful': 228, 'cool': 77}",Tk7Vsd9SncAt96wdgqcA8g,Sulema,3.79,185,user
4995,"{'funny': 2, 'useful': 8, 'cool': 4}",7Ur3W9LozxHMFTkiepoNeA,Travis,3.75,4,user
4996,"{'funny': 0, 'useful': 0, 'cool': 0}",ly4f6M2sjgyMMfWsiukqSg,Samantha,4.0,1,user
4997,"{'funny': 6, 'useful': 15, 'cool': 5}",5OfCHlBmUkoEc2vDDBYOBg,Jeanine,4.099999999999999,10,user
4998,"{'funny': 320, 'useful': 1077, 'cool': 902}",M6hieO-LbXPG1WBQXjXA1w,Keri,3.669999999999999,215,user
4999,"{'funny': 265, 'useful': 354, 'cool': 238}",Yn5mCqt5P9wnAbHClmnEbw,Hong,3.22,145,user
5000,"{'funny': 2, 'useful': 3, 'cool': 0}",j0wz-L10b2t-fb-ofgtl-w,Sharon,2.0,4,user
5001,"{'funny': 3, 'useful': 19, 'cool': 5}",G72bs75BqgW9NAVv00ADTw,Parisa,3.839999999999999,32,user
5002,"{'funny': 20, 'useful': 23, 'cool': 7}",PeWTVqaIBsMYGOUGFH9yww,Fernando,3.439999999999999,18,user
5003,"{'funny': 0, 'useful': 3, 'cool': 0}",O4AFqy0d3v2LlJ31Z0khiA,Erin,5.0,2,user
5004,"{'funny': 0, 'useful': 0, 'cool': 0}",1vIg1iRDdx8RokPAFNkFEw,Brianne,4.0,3,user
5005,"{'funny': 0, 'useful': 4, 'cool': 1}",vZAmSc6HI2e4Pifhj4dgtQ,Jonathan,3.669999999999999,7,user
5006,"{'funny': 1, 'useful': 2, 'cool': 2}",CpQDAag5Mr1vvPrnxzRCqQ,Gary,3.169999999999999,6,user
5007,"{'funny': 3, 'useful': 23, 'cool': 14}",mfyOMjuY2qMVwpK6HkKdQA,Mohan,4.21,72,user
5008,"{'funny': 32, 'useful': 34, 'cool': 27}",BFaGbp0UaGRqTciHoDqgzA,Jonathan,3.48,25,user
5009,"{'funny': 0, 'useful': 2, 'cool': 2}",9b_0-4q7IZIQa0DBu9SYPw,Michael,3.6,5,user
5010,"{'funny': 6, 'useful': 7, 'cool': 2}",aUEXPkhY6gA8KL9KVD915A,Tracy,3.649999999999999,17,user
5011,"{'funny': 0, 'useful': 2, 'cool': 0}",OvqT-4SaCSflxvQziHUFeQ,Jamie,4.0,6,user
5012,"{'funny': 0, 'useful': 1, 'cool': 0}",NsB9EOfVH72FeGKmpDVgdg,debra,2.399999999999999,7,user
5013,"{'funny': 1, 'useful': 24, 'cool': 6}",TVGABS46CAXhnF4K9mTAWQ,Power,3.549999999999999,32,user
5014,"{'funny': 5, 'useful': 19, 'cool': 6}",D6j51VNGUdS6sLCTLfzxTQ,Shea-an,3.0,9,user
5015,"{'funny': 0, 'useful': 4, 'cool': 0}",cPOMBIsnGWLpa9MoSY-SNQ,Paul,5.0,1,user
5016,"{'funny': 2, 'useful': 0, 'cool': 0}",8ci5odbfokSz-37bbvUMuA,victor,3.33,3,user
5017,"{'funny': 13, 'useful': 54, 'cool': 16}",OQzzFulZZUPjpBDzUC0CqQ,Barbra,3.74,91,user
5018,"{'funny': 0, 'useful': 0, 'cool': 0}",3fE6EG73EFSufnmER291gQ,Michelle,5.0,2,user
5019,"{'funny': 0, 'useful': 1, 'cool': 1}",0o-Hwp4MyAvX4qEwujpDLw,Eugene,4.169999999999999,6,user
5020,"{'funny': 0, 'useful': 0, 'cool': 0}",be9MjBmXlEqMpA4wxjsfpQ,Cassandra,5.0,2,user
5021,"{'funny': 11, 'useful': 21, 'cool': 12}",dC6hbhg2sdJSOlRjtAavZw,Natasha,4.07,29,user
5022,"{'funny': 0, 'useful': 0, 'cool': 0}",Xjp1Mo5341--6USSS03cfg,dante,4.0,1,user
5023,"{'funny': 3, 'useful': 10, 'cool': 3}",yOW_07olC5HaDlrzpEKECw,Mackenzie,4.25,8,user
5024,"{'funny': 1, 'useful': 3, 'cool': 1}",pMEFGLyr9XZYa8cODUXaUQ,Rick,1.0,2,user
5025,"{'funny': 2, 'useful': 2, 'cool': 0}",WGvkpDiY2SafoUjJJFm2JQ,Isis,3.43,8,user
5026,"{'funny': 0, 'useful': 2, 'cool': 0}",rVecNxL1IxEaxl6318sf0g,Dana,4.0,1,user
5027,"{'funny': 35, 'useful': 147, 'cool': 74}",Siu_7egwCsmjb5PDUCTu-w,Myrna,4.059999999999999,120,user
5028,"{'funny': 0, 'useful': 0, 'cool': 0}",TzTw3xw8_O486SS7ymOL-g,Sheryl,4.799999999999999,7,user
5029,"{'funny': 0, 'useful': 1, 'cool': 1}",d9sdGFi2zPMKiNTF34aNdw,John,4.2,5,user
5030,"{'funny': 2, 'useful': 2, 'cool': 1}",kpIBCCozTB0J0d3SZJfjhw,Bob,4.0,10,user
5031,"{'funny': 91, 'useful': 282, 'cool': 163}",_fbvlajq2-rkZpu_n2FeHA,Kenny,4.2,483,user
5032,"{'funny': 0, 'useful': 0, 'cool': 1}",Y37Ms2Fg9nnq7Kevwj0ieg,Tommy,5.0,2,user
5033,"{'funny': 0, 'useful': 9, 'cool': 0}",38U2qbQJ3fL15a1_WJ02UQ,Amanda,3.0,4,user
5034,"{'funny': 285, 'useful': 438, 'cool': 308}",w4suxL1zlxsihVlugZZDAQ,Lindsey,3.839999999999999,81,user
5035,"{'funny': 4, 'useful': 24, 'cool': 11}",xWSPLhZ51yvsuPBFuBhxCQ,Doug,4.08,26,user
5036,"{'funny': 4, 'useful': 16, 'cool': 4}",Ok25QJsvVz04sK2dw5Mksg,Chris,3.109999999999999,9,user
5037,"{'funny': 4, 'useful': 12, 'cool': 7}",ktVqbdYVfMtgyh4enD7bJQ,Joe,3.939999999999999,18,user
5038,"{'funny': 2, 'useful': 5, 'cool': 1}",frPUJm0sh3tOtNo6l0gyyQ,E.,3.96,24,user
5039,"{'funny': 0, 'useful': 6, 'cool': 1}",xWvi7ovo-bkOwxFkh4ChPA,Laura,4.5,3,user
5040,"{'funny': 1, 'useful': 1, 'cool': 0}",LWdfZ4s-utptQXf7gvNU_Q,Kathy,1.0,1,user
5041,"{'funny': 62, 'useful': 185, 'cool': 95}",wDPN-DTpsLqQLqwlar3CEg,Melissa,3.75,218,user
5042,"{'funny': 1, 'useful': 2, 'cool': 0}",_gQMUP9ElGyHUxUFI5YLyA,Valerie,1.0,1,user
5043,"{'funny': 3, 'useful': 5, 'cool': 1}",QB49hhSLpPMaZ_rqBjP8uQ,Rose,3.43,7,user
5044,"{'funny': 9, 'useful': 16, 'cool': 3}",r1e3MIt71rRpLmToCEFxUw,Danilo,3.83,6,user
5045,"{'funny': 0, 'useful': 0, 'cool': 0}",ZhAZn4GSR39qZJkp-JrDHg,Brian,4.0,1,user
5046,"{'funny': 0, 'useful': 0, 'cool': 1}",ld6UgyB1D0tTOAJuGLFsfw,Austin,2.0,1,user
5047,"{'funny': 7, 'useful': 9, 'cool': 5}",N1tsQtWUFABnw9o4ulfukg,Kandis,3.08,13,user
5048,"{'funny': 1, 'useful': 0, 'cool': 0}",-u114iTDWqAVy2LlAFMR-A,Mike,5.0,3,user
5049,"{'funny': 5, 'useful': 6, 'cool': 1}",ZNbxGAu1dR5CH5WlzVqEkQ,Maria,3.799999999999999,6,user
5050,"{'funny': 0, 'useful': 0, 'cool': 0}",Wip7_hubkhOpK-IT8dWD0w,Amanda,5.0,3,user
5051,"{'funny': 3, 'useful': 25, 'cool': 9}",8aya5DXIyVkOqdJRkmeKnA,Maryann,3.29,24,user
5052,"{'funny': 0, 'useful': 1, 'cool': 0}",3CrMsd5tB7LW5gQUdvI_PA,Jeromy,3.0,2,user
5053,"{'funny': 0, 'useful': 3, 'cool': 0}",UjQyoDvZZIRp68MiCg0nBg,David,2.0,5,user
5054,"{'funny': 0, 'useful': 0, 'cool': 0}",F_-GDvHe6FXnVvxA8uU-xQ,H,5.0,1,user
5055,"{'funny': 0, 'useful': 0, 'cool': 0}",mL1kHZBYI_iJvfLF3xQzzg,Rene',1.0,2,user
5056,"{'funny': 1, 'useful': 10, 'cool': 1}",5DO9puQWpfB50DaZkajmIA,Karen,3.0,13,user
5057,"{'funny': 48, 'useful': 78, 'cool': 55}",0aXLHE8zYcLYM7WElPRI2g,Craig,3.5,136,user
5058,"{'funny': 226, 'useful': 454, 'cool': 280}",85nleVF5j91oSvI4YbPC9g,Jenn,3.27,232,user
5059,"{'funny': 0, 'useful': 2, 'cool': 0}",TA0ODdk0Qr3ONAp_aAsfWw,Andi,3.5,7,user
5060,"{'funny': 0, 'useful': 2, 'cool': 0}",CigwFFWea3xtMY76BPOvLQ,Corinne,3.0,2,user
5061,"{'funny': 1, 'useful': 3, 'cool': 3}",d--o2SyzLiXat7WsbcBp8w,Bob,5.0,3,user
5062,"{'funny': 54, 'useful': 89, 'cool': 33}",EzcfPnYI5gLczcq7Os43zQ,Raymond,3.73,241,user
5063,"{'funny': 57, 'useful': 289, 'cool': 114}",B2g0U1oHSZprt8VXNTY4pQ,Marla,3.21,173,user
5064,"{'funny': 0, 'useful': 0, 'cool': 0}",-4IF4XLr-iFRzXXiMoDByQ,Bob,5.0,1,user
5065,"{'funny': 0, 'useful': 2, 'cool': 0}",8d5UVE_C00sjNj6zoSNMTA,Julie,3.669999999999999,3,user
5066,"{'funny': 0, 'useful': 2, 'cool': 0}",iEKZgB8yiqYbVkNBACoQLA,Mrme,4.0,2,user
5067,"{'funny': 2, 'useful': 10, 'cool': 0}",Zu65ep_EjnOMHZ5QQjIqYA,Steve,4.25,20,user
5068,"{'funny': 1, 'useful': 8, 'cool': 1}",lH2382hYJUtus8fP0IaPIQ,Toni,2.43,7,user
5069,"{'funny': 0, 'useful': 1, 'cool': 0}",tGZPH2vrrxp20oA3fESE1g,jeanie,1.0,1,user
5070,"{'funny': 0, 'useful': 4, 'cool': 0}",pkN0rQqN7oUb_oQ_8gqw5w,John,3.399999999999999,7,user
5071,"{'funny': 3, 'useful': 19, 'cool': 3}",GnfhkMo0Y5qDsEOGSpvD7A,Michelle,3.71,14,user
5072,"{'funny': 12, 'useful': 59, 'cool': 21}",wcOqMTV92kxOornA42KyoA,Randy,4.04,81,user
5073,"{'funny': 2, 'useful': 17, 'cool': 5}",CoQ5qnDp_rLqkBN3U3yxCg,Mari,3.799999999999999,35,user
5074,"{'funny': 0, 'useful': 0, 'cool': 0}",66-nmBKKCG-NetEtGL6pQA,m,5.0,3,user
5075,"{'funny': 18, 'useful': 110, 'cool': 18}",CEN-patuwf9f9yvOGeTfxA,Kara,3.52,82,user
5076,"{'funny': 5, 'useful': 18, 'cool': 1}",w2Zl5qGXMc1NCdHvFPF7MA,Jakob,3.33,6,user
5077,"{'funny': 2, 'useful': 9, 'cool': 5}",EwL5wKRsc1DgMc3BToQQMw,Jenny,3.25,4,user
5078,"{'funny': 0, 'useful': 5, 'cool': 0}",uQz9qbfiy6A50qF9LG_dkw,Stacy,4.2,5,user
5079,"{'funny': 0, 'useful': 3, 'cool': 0}",uvNhP493byRB3J4sDifkmQ,David,3.669999999999999,4,user
5080,"{'funny': 12, 'useful': 45, 'cool': 21}",Y4vDAMdI7NMpeuB_IhcpMw,Tierra,3.899999999999999,21,user
5081,"{'funny': 0, 'useful': 0, 'cool': 0}",zkppVgUV1Rwr1x3YrHK7UQ,Rene,4.0,3,user
5082,"{'funny': 9, 'useful': 22, 'cool': 3}",1xFAHoJQZLfStQF6kU4dCw,Mickey,4.0,6,user
5083,"{'funny': 3471, 'useful': 3385, 'cool': 2130}",FPWwCD73C0PlRdDfJ6Tuqw,Ian,3.569999999999999,1198,user
5084,"{'funny': 0, 'useful': 1, 'cool': 0}",txAEdQ24tx_yXWmd71gpjA,Jackie,3.669999999999999,3,user
5085,"{'funny': 9, 'useful': 23, 'cool': 15}",ROnKzhdfk1qj8qTVQkgkyA,Angela,3.779999999999999,9,user
5086,"{'funny': 4, 'useful': 20, 'cool': 4}",ys3XBHRdD1TYvbfAANALRg,Dominique,4.21,28,user
5087,"{'funny': 2086, 'useful': 5790, 'cool': 3796}",6HBnx7fTfFlpWyez_P55xA,Karen,3.629999999999999,2848,user
5088,"{'funny': 108, 'useful': 260, 'cool': 138}",cZEVW_x0NKI69Xm55tknBg,Surranna,3.64,206,user
5089,"{'funny': 4, 'useful': 24, 'cool': 5}",deFp0FK9GqM9duW8Sqvi9w,Bonnie,3.549999999999999,11,user
5090,"{'funny': 0, 'useful': 0, 'cool': 0}",_ygG26BvuLCtcss3do0e5Q,Jessica,4.0,2,user
5091,"{'funny': 4, 'useful': 13, 'cool': 11}",4lskLEiDSYlq4DWcPsJwAw,Brian,4.08,13,user
5092,"{'funny': 2, 'useful': 4, 'cool': 0}",KaH92FD6leDjvhMcJSu4TQ,J,3.669999999999999,6,user
5093,"{'funny': 1, 'useful': 5, 'cool': 2}",M1Is89zIsTXXNWuaMFxvAg,Michelle,3.5,2,user
5094,"{'funny': 9, 'useful': 30, 'cool': 6}",XJxLAhu-n8PrNH7FF91Rzw,ken,3.25,28,user
5095,"{'funny': 0, 'useful': 4, 'cool': 0}",xM2Olwq8iztCZgJcnyle0A,Jodi,5.0,3,user
5096,"{'funny': 0, 'useful': 0, 'cool': 0}",uaNswBm4SYncqjd0hdqRAA,Chelley,1.0,2,user
5097,"{'funny': 0, 'useful': 0, 'cool': 0}",zCfud4M57XPnVYCWXpEkzg,Steve,4.0,1,user
5098,"{'funny': 14, 'useful': 56, 'cool': 19}",qLGZ3g81cqV3m_nljR50Dw,Kat,4.21,42,user
5099,"{'funny': 0, 'useful': 1, 'cool': 1}",qgpvJMnuUrN3cjlZyHE9YA,Patty,5.0,1,user
5100,"{'funny': 2, 'useful': 5, 'cool': 1}",pPEeNE7SkOaFf5GNDgHzDA,Justin,4.71,9,user
5101,"{'funny': 0, 'useful': 16, 'cool': 1}",hOqWZLszK9GTP5SYBDKV4g,Jeff,3.2,11,user
5102,"{'funny': 0, 'useful': 15, 'cool': 1}",JP6nHrIgmAMPMchiwbSnnw,Jim,3.81,21,user
5103,"{'funny': 287, 'useful': 656, 'cool': 299}",Q-5tp8EOnIKosqZ0MNBVcQ,Christina,3.83,261,user
5104,"{'funny': 8, 'useful': 17, 'cool': 7}",bcAxFAPQrsLAQV0w4GpFBg,Pet,3.47,17,user
5105,"{'funny': 5, 'useful': 29, 'cool': 10}",Sr-wB9G8KflQjbAS8Q3HQg,Melissa,3.71,24,user
5106,"{'funny': 1, 'useful': 3, 'cool': 0}",aunbWjQqnj02YY1T-B_4ig,Jennifer,1.0,1,user
5107,"{'funny': 0, 'useful': 0, 'cool': 0}",xoaXbwmZgWe7H5jmeEaoMw,Luau,5.0,3,user
5108,"{'funny': 1, 'useful': 10, 'cool': 9}",qjixA4Vl8mXJ63hP-CGWJg,Mollie,4.25,8,user
5109,"{'funny': 4, 'useful': 9, 'cool': 3}",PzmQupNEGn563I_qMOOmRw,Kim,3.33,3,user
5110,"{'funny': 17, 'useful': 63, 'cool': 19}",Lue-BWXUThHr7kS_FWijWg,Vikram,4.29,76,user
5111,"{'funny': 2, 'useful': 2, 'cool': 0}",pe--fJiP3SU1yEXXjqfnCw,B,5.0,1,user
5112,"{'funny': 5, 'useful': 21, 'cool': 5}",xWvlVMWGtqgtXvZFuh7LwA,Gloria,3.56,43,user
5113,"{'funny': 23, 'useful': 33, 'cool': 15}",XPTJfl_t4n18_PUM2GSytA,Don,3.629999999999999,35,user
5114,"{'funny': 56, 'useful': 206, 'cool': 122}",qzTl_FO8ogp5Aik8gML6Eg,Angela,3.96,226,user
5115,"{'funny': 0, 'useful': 0, 'cool': 0}",d8C5SVnnKzA28xC_MCwnvw,Caterina,5.0,1,user
5116,"{'funny': 4, 'useful': 12, 'cool': 2}",zfxDfvZrFzc8a_YA6ffvlA,G,3.549999999999999,34,user
5117,"{'funny': 0, 'useful': 0, 'cool': 1}",qmilnWcPvhGaDUsrNN87AA,Cheryl,5.0,1,user
5118,"{'funny': 1, 'useful': 5, 'cool': 0}",y0pEOcgBgB7QPYC3UC3Vww,John,3.379999999999999,9,user
5119,"{'funny': 21, 'useful': 16, 'cool': 5}",Vf99dHgSgo3pR_ES1ixRcg,Jack,3.7,39,user
5120,"{'funny': 0, 'useful': 2, 'cool': 1}",qv6dzOwpaJAg9GwlsRJ2aQ,Megan,3.5,2,user
5121,"{'funny': 0, 'useful': 0, 'cool': 0}",eY8e5nfV4xoVDSKGVdsDkA,Melissa,5.0,1,user
5122,"{'funny': 0, 'useful': 4, 'cool': 0}",fKNKrgHQ7cijaLEUvJlyxA,Mary,2.5,2,user
5123,"{'funny': 1, 'useful': 9, 'cool': 1}",kCiVATYRHx0XzILic9vX2w,Super,4.169999999999999,6,user
5124,"{'funny': 0, 'useful': 7, 'cool': 0}",XihQOcR3npYKHuoNZ6SESA,Diane,4.33,8,user
5125,"{'funny': 1, 'useful': 5, 'cool': 2}",TPyz7VSq9hnI-6bDGAIZPA,Frank,3.73,44,user
5126,"{'funny': 0, 'useful': 0, 'cool': 0}",Nuy5o9sypfVV4JCTBs1B4g,Kim,5.0,1,user
5127,"{'funny': 0, 'useful': 3, 'cool': 1}",8wJH2g65onaFKiYG-eSbqA,Neal,4.599999999999999,5,user
5128,"{'funny': 22, 'useful': 20, 'cool': 7}",XIuVBJB7MgGv1G0ZeoCIEw,Korki,2.73,26,user
5129,"{'funny': 0, 'useful': 2, 'cool': 0}",PeqaHEw94IJ6baeysLXvPw,Dave,4.83,12,user
5130,"{'funny': 2, 'useful': 6, 'cool': 1}",SRtVZKBa69CO4jMMfGG2XA,Dongkyun,3.29,7,user
5131,"{'funny': 2, 'useful': 25, 'cool': 5}",6bLMo_pumOm50OBflxFdBg,Masil,3.609999999999999,41,user
5132,"{'funny': 17, 'useful': 41, 'cool': 25}",vC-9ROCPBhWuXtMcBNeDiQ,K,4.0,27,user
5133,"{'funny': 0, 'useful': 3, 'cool': 0}",CMr0uCQW03pnhSWVTc1LoQ,nick,2.33,4,user
5134,"{'funny': 0, 'useful': 1, 'cool': 0}",A809MXzzzalEYsY_aFp5Ww,Chad,5.0,3,user
5135,"{'funny': 30, 'useful': 74, 'cool': 23}",HQ1YXOqLhgxTghi0kQSM5w,Jim,3.62,122,user
5136,"{'funny': 34, 'useful': 79, 'cool': 38}",fcvP-cuAN_h3Xu_uQOJDLw,Pam,3.87,23,user
5137,"{'funny': 5, 'useful': 38, 'cool': 5}",GbukBzf1URjjHJauLFwzHg,Waynetta,3.169999999999999,30,user
5138,"{'funny': 6, 'useful': 12, 'cool': 3}",TJ-Y-53ofI02KG4W2fbmkg,Eric,3.879999999999999,18,user
5139,"{'funny': 2, 'useful': 0, 'cool': 1}",urx30UA7Qh93mHaG-4Jvhw,Jennifer,3.24,17,user
5140,"{'funny': 0, 'useful': 3, 'cool': 0}",tJGG887lCYzDsHgFZN_s0g,Mslice,3.799999999999999,6,user
5141,"{'funny': 2, 'useful': 4, 'cool': 0}",vO14FeLhQf2Vz1u2KtYIRg,Graham,5.0,3,user
5142,"{'funny': 22, 'useful': 71, 'cool': 17}",WQxbkBR-XN8Fze4aTB690g,Dana,3.54,69,user
5143,"{'funny': 23, 'useful': 67, 'cool': 30}",_r8vGOF3c-ogwC_WgKQtIQ,Kim,3.47,34,user
5144,"{'funny': 2, 'useful': 10, 'cool': 4}",lVomYoc1M3-4-qawV_gsKw,Ashley,4.169999999999999,6,user
5145,"{'funny': 0, 'useful': 6, 'cool': 4}",5CttQfnbWHYaHH9ivMNBXw,Clover,4.0,7,user
5146,"{'funny': 6, 'useful': 33, 'cool': 12}",uEa6oypnFtwiJcFFFOsIBQ,Julianne,3.98,88,user
5147,"{'funny': 9, 'useful': 34, 'cool': 11}",S0pUSu8UmUxPaYR03KqX0g,Rares,4.12,33,user
5148,"{'funny': 0, 'useful': 0, 'cool': 0}",CFfiT7B6PaSKD81VD0iK3A,Mike,5.0,2,user
5149,"{'funny': 0, 'useful': 1, 'cool': 0}",zs817kr43mSY5l-zSiBlvA,Nick,3.5,4,user
5150,"{'funny': 10, 'useful': 29, 'cool': 20}",9D-RAOVRTnALk-GFvhbJcw,Meredith,3.22,23,user
5151,"{'funny': 8, 'useful': 9, 'cool': 8}",5ZlJ1OxtCY6fCSQ-qQxzGQ,Vincent,3.379999999999999,16,user
5152,"{'funny': 326, 'useful': 370, 'cool': 162}",zn2Qd-M3lroZV3tqHgMQOA,Brian,3.189999999999999,298,user
5153,"{'funny': 0, 'useful': 0, 'cool': 0}",d0MOLSYBv1m-DJ_oC7YvHA,Nancy,5.0,1,user
5154,"{'funny': 0, 'useful': 1, 'cool': 1}",PjswwBAeQRYkkSFUN1qx3A,Beth,4.5,2,user
5155,"{'funny': 0, 'useful': 13, 'cool': 1}",bkwfiTVLpI_36uXfPDys4g,Christopher,3.0,3,user
5156,"{'funny': 2, 'useful': 2, 'cool': 1}",EFKnUkTzXmKQPWHXm52t3g,Gavin,3.859999999999999,8,user
5157,"{'funny': 0, 'useful': 3, 'cool': 1}",KLuZo1fNJKo6sCCO_6nqAw,Nate,3.5,6,user
5158,"{'funny': 1, 'useful': 1, 'cool': 1}",EiGgJ0pLI12FfXO5nBH4SQ,Jonathan,4.5,2,user
5159,"{'funny': 1, 'useful': 31, 'cool': 10}",1IGuHoeMAykWlWU6zFqKzQ,Ryan,3.569999999999999,23,user
5160,"{'funny': 4, 'useful': 14, 'cool': 10}",AocZllFfyIzNWmoUUPJ9TA,Sherri,5.0,7,user
5161,"{'funny': 867, 'useful': 1865, 'cool': 1485}",YBVdmm5zlpLpi2_DiKsd2A,Kinga,3.799999999999999,456,user
5162,"{'funny': 16, 'useful': 51, 'cool': 19}",B1C6MjG2KzUtb7IqzjBj4Q,Kathi,3.35,20,user
5163,"{'funny': 0, 'useful': 0, 'cool': 0}",TDfnCu-LiAHqaUDxaV0SkA,Kelsey,5.0,1,user
5164,"{'funny': 8, 'useful': 45, 'cool': 21}",uW7f3mKmlfIVZEv8yWZQ6A,Jay,4.08,51,user
5165,"{'funny': 6, 'useful': 36, 'cool': 4}",VNS-QOYXEMY8GFnACo5aeA,Lisa,3.27,37,user
5166,"{'funny': 0, 'useful': 7, 'cool': 0}",paA8omEt1hzVLNQoto4R6Q,kathryn,3.5,4,user
5167,"{'funny': 427, 'useful': 892, 'cool': 603}",hq0WUfau1Mh3GyHn8oVdNQ,Jessica,3.98,161,user
5168,"{'funny': 0, 'useful': 2, 'cool': 0}",0PMnL6q6z8a8276xoimZww,Brandon,4.83,6,user
5169,"{'funny': 0, 'useful': 5, 'cool': 3}",-zHdYBZXEb2Swj-F1Kk9og,Nicole,2.859999999999999,7,user
5170,"{'funny': 0, 'useful': 1, 'cool': 0}",EyN9d0gZnQhkM6iX9XM65Q,Nancy,5.0,1,user
5171,"{'funny': 0, 'useful': 0, 'cool': 0}",r2j-1IIRt9-cxT8z0sPr3g,Audrey,5.0,1,user
5172,"{'funny': 2, 'useful': 9, 'cool': 1}",K5owfRSgd1e7ds7-Oj3GVg,Rick,4.11,27,user
5173,"{'funny': 0, 'useful': 3, 'cool': 0}",_XOVjcbUsQL19dXdqEMTwA,andi,4.5,3,user
5174,"{'funny': 2, 'useful': 1, 'cool': 0}",1AJGFNbkgciFj3DmmOhW6A,Raymond,3.669999999999999,6,user
5175,"{'funny': 1, 'useful': 0, 'cool': 0}",BNhBoXEbeu7IJ2KcLr9pnw,Shua,5.0,1,user
5176,"{'funny': 4, 'useful': 6, 'cool': 4}",RKFh9UNPV2JVMEjoAurw9A,Aspen,3.6,5,user
5177,"{'funny': 0, 'useful': 1, 'cool': 0}",-rC7cl8eCWNQGLzLDnoRQA,Barb,5.0,1,user
5178,"{'funny': 0, 'useful': 3, 'cool': 0}",BoQ6RqL4aLny75aBqrODUg,Milt,4.33,3,user
5179,"{'funny': 1, 'useful': 3, 'cool': 0}",iwe8JDF-urz0fF3SKeoPWQ,Jeff,3.0,3,user
5180,"{'funny': 1, 'useful': 3, 'cool': 0}",vuyVySgHeYsMHEg2-vcQMg,Joanne,5.0,4,user
5181,"{'funny': 0, 'useful': 5, 'cool': 2}",bOeSzlPNWIu-BSRPZ0P44Q,Sunny,3.79,19,user
5182,"{'funny': 2, 'useful': 3, 'cool': 1}",WClaSOIbUkCwcDD3ZqSGtw,Yadironga,1.0,2,user
5183,"{'funny': 4, 'useful': 13, 'cool': 2}",ujFsnxs3wmEV-VHBT01bhQ,carla,1.919999999999999,14,user
5184,"{'funny': 0, 'useful': 1, 'cool': 0}",bBkf9uXy_p1NV_2khIpn1w,Kristina,3.0,8,user
5185,"{'funny': 423, 'useful': 832, 'cool': 495}",NdkFQP7J0KjG9g41t1v_uQ,Allison,3.47,231,user
5186,"{'funny': 1, 'useful': 17, 'cool': 9}",0_TkU3ASPMjyPt5RgWJQ6g,Alex,4.599999999999999,6,user
5187,"{'funny': 0, 'useful': 4, 'cool': 0}",QM-eQISmwWzwZnwgbX9NZw,Megaface,4.0,3,user
5188,"{'funny': 1, 'useful': 0, 'cool': 0}",DbQAwqAqtx4sGxDGOcfRVw,Marty,3.5,3,user
5189,"{'funny': 27, 'useful': 31, 'cool': 15}",8judY6JqNcVJZnpqDRQmuA,Nicholas,3.68,28,user
5190,"{'funny': 0, 'useful': 0, 'cool': 0}",HcWUjSI33JwFxFYZ4P-HSQ,BrandoR,5.0,5,user
5191,"{'funny': 0, 'useful': 0, 'cool': 0}",YnUm2Tli1LWSdiRgUCzZGA,Stephanie,4.0,1,user
5192,"{'funny': 5, 'useful': 29, 'cool': 6}",1FGW3CCgLZiXdj_jUw0dNA,Juan,3.46,13,user
5193,"{'funny': 3, 'useful': 2, 'cool': 3}",ZH9OMTGEGW_yghFSF1MGJA,Amy,4.75,6,user
5194,"{'funny': 33, 'useful': 159, 'cool': 56}",EFdqokDQhBnLh8FiNAG4-Q,KeepItReal,4.21,58,user
5195,"{'funny': 38, 'useful': 140, 'cool': 47}",bCBPk0Yh-hRUtsCa8r_obw,JoAnna,3.6,128,user
5196,"{'funny': 0, 'useful': 9, 'cool': 2}",vwP5p2RPyl9EazgK9u2w9w,Ms.,3.14,7,user
5197,"{'funny': 0, 'useful': 3, 'cool': 1}",Tq6BmL4d9WX9iw0hEcRDRA,DEE,3.25,5,user
5198,"{'funny': 6, 'useful': 16, 'cool': 5}",0EVJRYAg9G1ZkGhP30jtsQ,Mark,3.62,13,user
